"","X","Year","Age","Gender","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","Level","y"
"1",1,3,22,0,4,3,1,5,3,5,5,3,4,1,5,4,2,3,3,4,1,4,1,3,5,3,5,2,4,3.32,2
"2",2,3,22,1,5,3,3,3,3,3,5,4,4,5,5,4,3,4,4,4,3,3,4,4,3,3,4,4,4,3.76,2
"6",6,3,23,1,4,4,3,5,4,3,4,3,2,3,4,3,5,5,5,4,4,3,5,4,3,3,4,4,5,3.84,2
"7",7,3,23,1,5,2,3,4,4,3,3,3,2,4,2,3,4,5,4,3,4,3,5,5,4,4,5,2,2,3.52,2
"9",9,1,19,1,5,4,5,3,2,3,5,5,5,3,4,4,1,1,4,5,3,5,3,5,2,5,1,1,5,3.56,2
"13",13,1,23,0,5,4,5,3,5,4,5,5,1,1,3,2,3,3,3,5,4,4,5,5,3,5,2,4,3,3.68,2
"14",14,2,21,1,5,3,5,2,5,1,4,5,5,4,4,3,3,3,1,3,5,3,5,4,4,4,3,2,3,3.56,2
"15",15,2,22,1,5,2,3,4,5,5,4,1,2,4,5,3,4,5,3,5,1,1,3,5,3,3,4,5,2,3.48,2
"17",17,4,22,0,4,4,4,4,4,4,4,4,3,4,5,5,1,3,4,2,1,4,2,2,1,2,4,4,4,3.32,2
"19",19,2,19,1,5,4,1,4,3,1,3,5,5,4,1,2,1,5,1,2,1,1,3,3,4,4,5,3,4,3,2
"21",21,3,21,0,3,3,1,1,3,3,3,5,5,3,4,3,1,3,5,4,1,1,3,2,4,4,5,4,4,3.12,2
"23",23,1,22,1,5,5,4,3,3,3,3,4,3,3,5,3,4,5,3,5,3,5,5,5,4,4,3,4,5,3.96,2
"24",24,1,19,1,5,3,3,2,1,3,5,5,3,2,3,4,1,5,3,4,2,5,3,5,2,1,4,5,3,3.28,2
"25",25,1,19,0,5,4,3,4,1,5,4,5,3,2,4,1,5,4,2,5,3,1,5,4,2,5,3,1,5,3.44,2
"26",26,1,23,1,5,4,3,5,4,2,4,5,4,3,2,4,5,3,5,4,2,5,3,5,3,5,3,5,1,3.76,2
"27",27,1,23,0,5,4,5,1,5,4,2,5,3,3,2,5,3,2,4,3,1,4,5,3,1,5,2,3,5,3.4,2
"28",28,1,23,1,5,5,3,4,3,4,2,5,3,5,5,2,5,5,5,3,4,3,4,2,4,2,2,2,5,3.68,2
"29",29,1,23,1,5,5,3,5,3,5,1,5,1,5,5,3,3,3,5,3,5,3,2,5,2,4,3,4,1,3.56,2
"30",30,1,23,0,5,5,4,3,4,3,4,5,4,3,4,4,5,5,4,3,4,5,3,5,2,3,3,4,1,3.8,2
"31",31,1,23,0,5,4,4,1,3,2,3,5,4,3,4,4,2,2,4,3,4,3,3,3,4,3,4,3,3,3.32,2
"32",32,1,23,0,5,5,2,4,2,4,2,5,4,4,3,4,3,4,3,4,3,2,4,3,4,4,4,4,3,3.56,2
"58",58,3,23,0,5,4,5,3,1,5,2,1,4,5,3,1,5,3,5,3,5,1,5,1,5,3,4,1,5,3.4,2
"59",59,3,22,0,5,3,5,3,1,4,1,5,3,1,5,4,2,1,4,2,5,3,4,5,4,2,1,4,2,3.16,2
"61",61,3,22,1,5,3,5,2,5,2,4,5,5,3,2,4,3,1,4,2,5,3,4,2,3,1,4,1,3,3.24,2
"64",64,3,23,1,4,3,4,5,3,4,5,2,4,2,4,4,1,2,4,5,2,2,2,4,4,4,1,3,2,3.2,2
"65",65,3,22,1,2,3,4,5,2,3,4,4,2,4,2,5,4,2,4,4,1,2,4,3,3,5,4,2,3,3.24,2
"71",71,3,24,1,3,1,1,4,1,4,5,5,1,2,3,4,6,8,3,4,4,6,7,2,4,5,6,1,2,3.68,2
"79",79,4,23,1,5,4,5,4,1,2,4,3,5,3,4,5,2,1,3,1,2,1,3,4,3,4,3,4,5,3.24,2
"80",80,4,23,1,5,3,4,5,4,1,1,5,4,5,3,3,2,1,3,5,4,3,5,4,2,4,3,5,5,3.56,2
"81",81,4,25,0,5,5,4,5,2,2,1,5,5,4,5,1,2,3,2,1,3,5,5,4,5,3,2,1,5,3.4,2
"82",82,4,24,1,5,5,4,1,1,1,3,5,4,3,2,4,3,5,4,5,3,4,3,1,2,1,3,4,5,3.24,2
"83",83,4,24,0,5,4,5,4,5,3,1,5,1,2,2,3,3,4,3,5,4,5,1,1,2,3,4,3,5,3.32,2
"86",86,4,23,1,5,3,4,2,5,3,2,4,2,5,3,1,3,4,2,3,4,2,4,2,5,4,2,3,5,3.28,2
"87",87,4,23,0,5,2,3,4,2,5,3,4,2,4,1,5,3,4,2,3,4,2,4,3,1,5,1,4,2,3.12,2
"88",88,4,24,1,5,3,4,2,3,2,4,5,3,3,3,4,2,5,2,4,2,5,3,3,3,3,3,4,1,3.24,2
"90",90,3,21,0,5,1,1,2,1,1,4,5,5,5,2,4,2,4,2,5,2,4,2,3,4,5,2,4,5,3.2,2
"94",94,4,22,0,3,1,4,5,5,5,5,4,4,5,5,2,2,2,3,2,2,2,2,2,3,5,4,4,4,3.4,2
"95",95,2,23,1,5,5,1,5,5,1,5,5,3,3,5,3,1,1,3,5,5,5,3,2,3,5,5,5,5,3.76,2
